ss,id,MID,Age,Gender,Edu,SES,Comp2,check_excl,1.11,ALWTS-T_3,Al-W-TS-1,Al-W-TS-2,DONATION-T_3,DONATION,1.12,DONATION-T_3,DONATION,ALWD-T_3,AL-W-TS1,AL-W-TS2,1.21,ALITS-T_3,AL-I-TS1,AL-I-TS2,DONATION-T_3,DONATION,1.22,DONATION-T_3,DONATION,ALID-T_3,AL-I-TS1,AL-I-TS2,2.11,DANWTS-T_3,DAN-W-TS-1,DAN-W-TS-2,DONATION-T_3,DONATION,2.12,DONATION-T_3,DONATION,DANWD-T_3,DAN-W-TS1,DAN-W-TS2,2.21,DANYITS-T_3,DAN-I-TS1,DAN-I-TS2,DONATION-T_3,DONATION,2.22,DONATION-T_3,DONATION,DANYID-T_3,DAN-I-TS1,DAN-I-TS2,3.11,HARRWTS-T_3,HAR-W-TS1,HAR-W-TS2,DONATION-T_3,DONATION,3.12,DONATION-T_3,DONATION,HARWD-T_3,HAR-W-TS1,HAR-W-TS2,3.21,HARITS-T_3,HAR-I-TS1,HAR-I-TS2,DONATION-T_3,DONATION,3.22,DONATION-T_3,DONATION,HARID-T_3,HAR-I-TS1,HAR-I-TS2,4.11,JEFWTS-T_3,JEF-W-TS1,JEF-W-TS2,DONATION-T_3,DONATION,4.12,DONATION-T_3,DONATION,JEFWD-T_3,JEF-W-TS1,JEF-2-TS2,4.21,JAFITS-T_3,JAF-I-TS1,JAF-I-TS2,DONATION-T_3,DONATION,4.22,DONATION-T_3,DONATION,JAFID-T_3,JAF-I-TS1,JAF-I-TS2,5.11,CHADWTS-T_3,CHA-W-TS1,CHA-W-TS2,DONATION-T_3,DONATION,5.12,DONATION-T_3,DONATION,CHADWD-T_3,CHAD-W-TS1,CHAD-W-TS2,5.21,CHAHITS-T_3,CHA-I-TS1,CHA-I-TS2,DONATION-T_3,DONATION,5.22,DONATION_3,DONATION,CHAHID-T_3,CHAH-I-TS1,CHAH-I-TS2,6.11,ADAMWTS-T_3,ADA-W-TS1,ADA-W-TS2,DONATION-T_3,DONATION,6.12,DONATION-T_3,DONATION,ADAMWD-T_3,ADAM-W-TS1,ADAM-W-TS2,6.21,ADNAITS-T_3,ADN-I-TS-1,ADN-I-TS-2,DONATION-T_3,DONATION,6.22,DONATION-T_3,DONATION,ADNAID-T_3,ADNA-I-TS1,ADNA-I-TS2,vignette.eth.order,vignette,vignette_name,eth,eth_name,order,order_name,ts_time,ts_forced,ts_scale,donation_time,donation,ethn_ss,comp_eth,comp_eth_recode,comp_char,Comp2,check_excl,exclude
567,R_2VvwId0OJgdnZHC,A229YGAMHVF77H,23,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.587,1,5,12.983,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,16.587,1,5,12.983,12,6,6,1,2,I have read the instructions,0,1
568,R_1lyiyA0iRsz2iPE,A3PXB208ELQTRO,54,1,3,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.227,2,8,17.649,12,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,41.227,2,8,17.649,12,6,6,1,2,I have read the instructions,0,0
569,R_2CEyzpIEDombEaF,A39K9RKR1YHQOR,29,1,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.415,1,8,1.9,21,,,,,,,6.21,6,police,2,immigrant,1,TS_first,36.415,1,8,1.9,21,6,5,2,2,I have read the instructions,0,0
570,R_3PZyEHa1sDCreRO,ADXS3LYNZDXWX,30,1,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.529,1,6,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,22.529,1,6,15,13,4,4,0,2,I have read the instructions,0,1
571,R_yrSGqV41wts0x0J,A30YZQ7FMNZAJF,25,2,5,6,I have read the instructions,0,,,,,,,,,,,,,,26.528,2,5,15.241,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,26.528,2,5,15.241,12,6,5,2,2,I have read the instructions,0,0
572,R_1d1fzTVpa5HlD94,AGS3G0AT438E7,24,1,6,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.084,16,231.108,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,231.108,1,9,13.084,16,6,6,1,2,I have read the instructions,0,0
573,R_31vmvpYFCcPep1r,A2L0431B6MIFD3,80,2,7,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,88.148,2,6,25.914,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,88.148,2,6,25.914,16,6,6,1,2,I have read the instructions,0,0
574,R_VNYDPi4bGm6w8U1,A1YXCJL1MOH33Z,25,1,4,7,I have read the instructions ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.908,1,7,20.445,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,35.908,1,7,20.445,12,2,2,0,2,I have read the instructions ,0,1
575,R_1eJXm3RKC8OZv8a,A67GXS28D3ONF,25,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.449,2,9,11.647,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,46.449,2,9,11.647,16,2,6,1,2,I have read the instructions,0,1
576,R_Y4VRrrXPY5UNcyd,A1MV5M3IOQNSM0,421,1,4,9,I have read the instructions,0,,,,,,,,24.743,16,38.091,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,38.091,1,7,24.743,16,6,6,1,2,I have read the instructions,0,0
577,R_1P8aBQiim71G5Pe,A23X4F21UBG3ZZ,31,2,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.106,1,6,46.081,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,31.106,1,6,46.081,21,6,6,1,2,I have read the instructions,0,0
578,R_3k6Pdu8rUNGc0hl,A2LFF23AGBLTQ7,,2,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.683,2,5,16.741,21,,,,,,,6.21,6,police,2,immigrant,1,TS_first,28.683,2,5,16.741,21,4,5,2,2,I have read the instructions,0,1
579,R_6PQyOJZwMKf0nw5,A2KVNFOIRZ8PTB,55,2,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.554,12,47.963,1,9,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,47.963,1,9,11.554,12,6,5,2,2,I have read the instructions,0,0
580,R_BzSTdXaeO8IwKGJ,A3K6NI3B84FUVP,33,1,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,53.911,2,7,30.113,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,53.911,2,7,30.113,16,6,6,1,2,I have read the instructions,0,0
581,R_3fVsdFXzEAjgNdo,A39HAERVLNPXGP,35,1,4,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.253,16,27.486,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,27.486,1,5,15.253,16,6,6,1,2,,1,1
582,R_2ypDItqyzS6iYIp,A2027NCRW3C1YB,22,1,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.195,1,6,22.486,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,27.195,1,6,22.486,9,6,5,2,2,I have read the instructions,0,0
583,R_3Mth3QvDNwunncQ,A3PLEEJJ1OSS8N,23,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.142,1,4,20.257,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,26.142,1,4,20.257,16,6,6,1,2,I have read the instructions,0,1
584,R_3EMbzbkTinJs74a,AZ5U2MUTE8JUD,29,1,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.491,12,44.951,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,44.951,2,5,14.491,12,6,5,2,2,,1,1
585,R_2R1FRDk02i8a8uF,A2QD9UJD4MRLM2,30,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.742,16,48.059,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,48.059,1,6,45.742,16,6,5,2,2,I have read the instructions,0,0
586,R_3CHmKTnGzQhHG4H,A3GO2JCV966XGE,25,1,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.845,1,5,28.909,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,5.845,1,5,28.909,18,2,2,0,2,I have read the instructions,0,1
587,R_1CfPP35Vt6F9QOQ,A2DA34AJOEEMJQ,32,1,6,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.085,1,6,26.504,16,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,34.085,1,6,26.504,16,6,6,1,2,,1,1
588,R_1f7MRlYBp2xjI8a,A2TLPCJDH7BYCK,23,1,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.149,16,46.027,1,6,6.22,6,police,2,immigrant,2,Donation_first,46.027,1,6,26.149,16,5,5,2,2,I have read the instructions,0,1
589,R_4Npkc2kGVuCmdZD,A200RRZIQW9ZJS,24,2,5,7,I have read the instructions.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.058,1,7,36.937,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,369.058,1,7,36.937,9,3,3,0,2,I have read the instructions.,0,1
590,R_3k5LZiT2YesoQrN,A21QOEX7MZEP3G,29,1,5,5,,1,,,,,,,,,,,,,,,,,,,,17.491,16,43.892,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,43.892,2,6,17.491,16,3,5,2,2,,1,1
591,R_27e3qNnV3ARH9sn,AQTXLPFCEHR4L,28,1,8,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.959,12,43.551,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,43.551,1,7,14.959,12,6,5,2,2,I have read the instructions,0,0
592,R_2Ytyh6Kz7VIgHAE,A1AHDDD2BRFT6G,25,2,4,5,I have read the instructions ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.584,12,22.727,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,22.727,1,6,9.584,12,6,7,0,2,I have read the instructions ,0,1
593,R_24cnxcWrjaFwsq3,A2KVAZ7FH5KM8E,37,1,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.795,16,34.992,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,34.992,2,7,9.795,16,6,6,1,2,I have read the instructions,0,0
594,R_1ZEjlgn5XwukNJD,A33RH30VJGL0ZG,27,2,5,5,I have read the instructions,0,,22.725,1,7,17.246,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,22.725,1,7,17.246,19,2,6,1,2,I have read the instructions,0,1
595,R_1jNG2L5OeSRcOuf,AVLUX03TCOCEZ,30,1,6,6,I have read the instructions ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.433,14,45.507,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,45.507,1,6,6.433,14,6,6,1,2,I have read the instructions ,0,0
596,R_yBEE3g3pUquC79n,A179UW7D2N5JOC,23,1,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.65,12,37.668,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,37.668,2,7,15.65,12,6,6,1,2,I have read the instructions,0,0
597,R_RqNkNfsq97Q6vGV,A2ML3LYF8WYVIG,54,2,7,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.679,12,30.871,1,7,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,30.871,1,7,12.679,12,6,6,1,2,I have read the instructions,0,0
598,R_27TASrjuyXvt0LV,A346UAH34GVOZX,56,2,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.795,12,40.962,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,40.962,2,5,75.795,12,6,5,2,2,I have read the instructions,0,0
599,R_YXmoMAAtaL4hT2x,A20X1M14PDLX0Z,29,2,4,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.728,1,7,47.072,9,,,,,,,6.21,6,police,2,immigrant,1,TS_first,39.728,1,7,47.072,9,6,5,2,2,I have read the instructions,0,0
600,R_3MPw3OgI85432dC,ATQ4ASBJAZAJ7,35,1,6,6,I have read the instructions,0,,18.483,2,6,7.565,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,18.483,2,6,7.565,12,3,6,1,2,I have read the instructions,0,1
601,R_3M6BYDBI8swS0kr,AP1JUNBKZCONJ,25,1,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.928,12,17.745,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,17.745,1,9,9.928,12,6,5,2,2,I have read the instructions,0,0
602,R_2YFcTUFNESagrpe,A3D5B9OIWI8RFL,30,1,8,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.376,12,30.775,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,30.775,2,9,18.376,12,6,6,1,2,I have read the instructions,0,0
603,R_2aWRZXGwp2sYOJs,A171C7B6HHSEGH,22,1,3,7,I have read the instructions,0,,,,,,,,21.933,12,28.081,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,28.081,1,7,21.933,12,1,6,1,2,I have read the instructions,0,1
604,R_2c1nk1o2RPMrkxP,A1QR6I7UPY8XQJ,34,2,6,6,I have read the instructions ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.331,1,7,10.619,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,13.331,1,7,10.619,21,6,6,1,2,I have read the instructions ,0,0
605,R_SIWXbUptedaQu65,A12CPU46AYMLNF,29,1,5,7,,1,,,,,,,,,,,,,,15.537,1,7,6.459,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,15.537,1,7,6.459,16,6,6,1,2,,1,1
606,R_b78eX4beNxxg2vn,AGL2RLI5BDB2T,27,1,2,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.972,1,7,20.417,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,25.972,1,7,20.417,16,6,5,2,2,I have read the instructions,0,0
607,R_2P0dJxOBRHpEUvJ,A1BTI3LVJYHCNT,38,1,2,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.323,1,9,40.268,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,86.323,1,9,40.268,16,6,6,1,2,I have read the instructions,0,0
608,R_2Bb2OKct6fBQgL7,A7VSVDCL8DBGW,36,1,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.072,1,7,13.608,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,28.072,1,7,13.608,12,6,5,2,2,I have read the instructions,0,0
609,R_3QSgb7WArSdaKMc,A3VN080JZ6KI1,30,1,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.043,16,26.306,1,7,6.22,6,police,2,immigrant,2,Donation_first,26.306,1,7,25.043,16,6,5,2,2,I have read the instructions,0,0
610,R_3dY6yOO4rCDwjfP,A6BW9X2TFEPXE,54,1,2,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.908,12,73.266,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,73.266,2,2,21.908,12,6,5,2,2,I have read the instructions,0,0
611,R_ZF4jyME8ja9JGZX,A5CIY4V1VV1DR,28,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,22.372,2,4,13.744,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,22.372,2,4,13.744,23,6,6,1,2,I have read the instructions,0,0
612,R_2CNzgA1THVqY6hN,A3R9ADF2CS0CF4,29,1,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23,9,88.189,1,6,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,88.189,1,6,16.23,9,6,6,1,2,I have read the instructions,0,0
613,R_3kMIDbnf47LOGzJ,AM47KWCDSFQYG,37,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.283,1,5,7.421,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,28.283,1,5,7.421,16,6,6,1,2,I have read the instructions,0,1
614,R_1IKS9fAPbCK1sZZ,A1LUKFJY0WXO7F,36,2,2,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.265,16,19.815,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,19.815,1,9,12.265,16,6,5,2,2,I have read the instructions,0,0
615,R_vvmItMTmgRFQgQF,A1FQILC34SCK1R,30,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.369,1,7,10.894,16,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,31.369,1,7,10.894,16,6,6,1,2,I have read the instructions,0,0
